,x,y,power,speed,spot_diameter,laser_current,signal,ID1,ID2,C1,C2,delta,scan_number
172,-26.288772583007812,-89.45696258544922,4800.0,1500.0,100.0,4186.0,1184.0,1.0,0.0,0.0,20.0,0.01169135607779026,49.0
173,-27.762575149536133,-88.63248443603516,4800.0,1500.0,100.0,0.0,1046.0,1.0,0.0,0.0,20.0,1.6887446641921997,50.0
174,-27.757335662841797,-88.63884735107422,4800.0,1500.0,100.0,1995.0,1060.0,1.0,0.0,0.0,20.0,0.008242505602538586,50.0
175,-27.750598907470703,-88.64483642578125,4800.0,1500.0,100.0,3654.0,1228.0,1.0,0.0,0.0,20.0,0.009014038369059563,50.0
176,-27.74199104309082,-88.65007019042969,4800.0,1500.0,100.0,4164.0,1336.0,1.0,0.0,0.0,20.0,0.010074106976389885,50.0
177,-26.908906936645508,-89.47454833984375,4800.0,1500.0,100.0,0.0,838.0,1.0,0.0,0.0,20.0,1.1720893383026123,51.0
178,-26.91751480102539,-89.47006225585938,4800.0,1500.0,100.0,1947.0,856.0,1.0,0.0,0.0,20.0,0.009706713259220123,51.0
179,-26.925748825073242,-89.46407318115234,4800.0,1500.0,100.0,3634.0,1099.0,1.0,0.0,0.0,20.0,0.010181756690144539,51.0
180,-26.935104370117188,-89.45696258544922,4800.0,1500.0,100.0,4150.0,1161.0,1.0,0.0,0.0,20.0,0.011751033365726471,51.0
181,-27.76369857788086,-89.10292053222656,4800.0,1500.0,100.0,0.0,892.0,1.0,0.0,0.0,20.0,0.9010627865791321,52.0
182,-27.75845718383789,-89.10965728759766,4800.0,1500.0,100.0,2086.0,958.0,1.0,0.0,0.0,20.0,0.008535577915608883,52.0
183,-27.751346588134766,-89.11601257324219,4800.0,1500.0,100.0,3488.0,1172.0,1.0,0.0,0.0,20.0,0.009536783210933208,52.0
184,-27.742740631103516,-89.12162780761719,4800.0,1500.0,100.0,4175.0,1248.0,1.0,0.0,0.0,20.0,0.010275863111019135,52.0
185,-27.555240631103516,-89.47454833984375,4800.0,1500.0,100.0,0.0,446.0,1.0,0.0,0.0,20.0,0.39963626861572266,53.0
186,-27.563098907470703,-89.47042846679688,4800.0,1500.0,100.0,2037.0,539.0,1.0,0.0,0.0,20.0,0.008872759528458118,53.0
187,-27.571332931518555,-89.46519470214844,4800.0,1500.0,100.0,3670.0,759.0,1.0,0.0,0.0,20.0,0.009756610728800297,53.0
188,-27.579940795898438,-89.45808410644531,4800.0,1500.0,100.0,4164.0,780.0,1.0,0.0,0.0,20.0,0.011164940893650055,53.0
